iter	MAPE
257	0.02726532696
258	0.02726527759
259	0.02726519105
260	0.02726487379
261	0.02726478325
262	0.02726474607
263	0.02726473632
264	0.02726467635
265	0.02726441992
266	0.02726438812
267	0.02726416104
268	0.02726412576
269	0.02726403255
270	0.02726394463
271	0.02726395318
272	0.02726383752
273	0.02726368995
274	0.02726356603
275	0.02726353824
276	0.02726352238
277	0.02726352419
278	0.02726347728
279	0.02726347969
280	0.02726332336
281	0.0272632007
282	0.02726300476
283	0.02726289224
284	0.02726287948
285	0.02726275399
286	0.02726270748
287	0.02726266391
288	0.02726256638
289	0.0272625605
290	0.02726235226
291	0.02726221353
292	0.02726206602
293	0.02726202908
294	0.0272620496
295	0.02726178752
296	0.02726166292
297	0.02726157249
298	0.02726152515
299	0.02726147225
300	0.02726146657
301	0.02726147329
302	0.02726141821
303	0.02726142484
304	0.02726120286
305	0.02726114003
306	0.0272607961
307	0.02726074886
308	0.02726072219
309	0.02726055689
310	0.02726054007
311	0.0272605251
312	0.02726049891
313	0.02726035608
314	0.02726029734
315	0.0272601778
316	0.02726014152
317	0.02726011985
318	0.02726010824
319	0.02726002942
320	0.02726002468
321	0.0272600484
322	0.02725997738
323	0.02726000141
324	0.02725999974
325	0.02726001512
326	0.02725989512
327	0.02725972752
328	0.0272597043
329	0.02725968852
330	0.02725968396
331	0.02725966909
332	0.02725914766
333	0.0272591508
334	0.02725921045
335	0.02725918913
336	0.02725914203
337	0.027259113
338	0.02725909089
339	0.02725909191
340	0.02725907057
341	0.02725897486
342	0.02725899457
343	0.02725898631
344	0.0272588991
345	0.0272588152
346	0.02725869385
347	0.02725873041
348	0.02725877796
349	0.02725881703
350	0.02725883868
351	0.02725883584
352	0.02725882887
353	0.02725887648
354	0.02725892056
355	0.02725895045
356	0.02725883742
357	0.0272588675
358	0.02725845431
359	0.02725847208
360	0.02725845719
361	0.0272584818
362	0.02725851423
363	0.02725848383
364	0.02725852998
365	0.02725855884
366	0.02725855127
367	0.0272584492
368	0.0272584632
369	0.02725848177
370	0.02725840307
371	0.0272584376
372	0.02725814128
373	0.02725810274
374	0.02725812022
375	0.02725815236
376	0.02725807037
377	0.02725796035
378	0.02725800259
379	0.02725799544
380	0.02725788631
381	0.02725791539
382	0.02725792602
383	0.02725798051
384	0.02725799727
385	0.02725806039
386	0.0272580847
387	0.0272581021
388	0.02725815988
389	0.02725818261
390	0.02725806866
391	0.02725809928
392	0.02725787459
393	0.02725777654
394	0.02725771229
395	0.02725773494
396	0.02725782496
397	0.02725784262
398	0.02725775296
399	0.02725765916
400	0.02725769561
401	0.02725773136
402	0.02725764581
403	0.02725759176
404	0.02725761213
405	0.02725764578
406	0.02725765273
407	0.02725770549
408	0.02725765696
409	0.02725767487
410	0.02725772603
411	0.02725779197
412	0.02725764108
413	0.0272577784
414	0.02725780293
415	0.0272578414
416	0.027257809
417	0.02725778405
418	0.02725786112
419	0.02725792827
420	0.02725798981
421	0.02725806401
422	0.02725811578
423	0.02725816666
424	0.02725819075
425	0.02725798376
426	0.02725802619
427	0.02725791002
428	0.0272579635
429	0.0272579845
430	0.02725801276
431	0.02725804762
432	0.02725794029
433	0.02725798805
434	0.02725785444
435	0.02725786599
436	0.02725788608
437	0.02725793504
438	0.02725798055
439	0.02725790324
440	0.02725794371
441	0.02725800037
442	0.02725804882
443	0.02725805785
444	0.02725809936
445	0.0272581383
446	0.02725812256
447	0.02725815208
448	0.0272581664
449	0.02725815194
450	0.02725807656
451	0.02725809588
452	0.0272581469
453	0.02725804411
454	0.02725806287
455	0.02725810596
456	0.02725812612
457	0.02725813642
458	0.02725817115
459	0.0272581986
460	0.02725818409
461	0.02725819623
462	0.02725801359
463	0.02725804049
464	0.027258037
465	0.02725811551
466	0.02725818721
467	0.02725813501
468	0.0272580797
469	0.02725801675
470	0.0272580647
471	0.02725809379
472	0.02725809389
473	0.02725811467
474	0.02725814615
475	0.02725815813
476	0.0272581121
477	0.02725798802
478	0.02725798187
479	0.02725802174
480	0.02725803941
481	0.027258075
482	0.02725803515
483	0.02725810493
484	0.0272581825
485	0.02725817784
486	0.02725823796
487	0.02725828877
488	0.02725833976
489	0.02725837391
490	0.02725836787
491	0.02725838962
492	0.02725830496
493	0.02725823435
494	0.02725829029
495	0.02725829836
496	0.02725834768
497	0.02725836447
498	0.02725839132
499	0.02725837671
