iter	MAPE
0	0.1904883194
1	0.1743885595
2	0.1607768545
3	0.1473426842
4	0.135382137
5	0.1250897532
6	0.1156359607
7	0.1069199932
8	0.09879692132
9	0.09122233259
10	0.08426734081
11	0.07822071943
12	0.07267650874
13	0.0678254935
14	0.06355586513
15	0.05978038339
16	0.0563270431
17	0.05345415719
18	0.05054140164
19	0.04802799677
20	0.04594443442
21	0.04393751677
22	0.04228366329
23	0.04068806316
24	0.03932089395
25	0.03809236748
26	0.03701076219
27	0.03600466115
28	0.03518129555
29	0.03440978888
30	0.03380722918
31	0.03324201652
32	0.03272726654
33	0.03223228457
34	0.03181944893
35	0.0314277313
36	0.03114088896
37	0.03084259934
38	0.03060749106
39	0.03034741279
40	0.03011663696
41	0.02990712164
42	0.02978663125
43	0.02960345445
44	0.02947217052
45	0.0292871194
46	0.02914096338
47	0.02903521951
48	0.02897122014
49	0.02892585583
50	0.02884952219
51	0.02877546728
52	0.02869659099
53	0.02857983236
54	0.02850787803
55	0.0284538718
56	0.02841534321
57	0.02837713975
58	0.02831491378
59	0.02828654206
60	0.02826833456
61	0.02824551105
62	0.02822951371
63	0.02820390418
64	0.02818181084
65	0.02816234448
66	0.0281469051
67	0.0281311657
68	0.02812120254
69	0.02811132622
70	0.02810233404
71	0.02809054704
72	0.02807781349
73	0.02806097271
74	0.028051957
75	0.02803411643
76	0.02800431514
77	0.02800039447
78	0.02798409535
79	0.02797895561
80	0.02795626847
81	0.02794343602
82	0.02794316541
83	0.02790387763
84	0.02788905793
85	0.02788545862
86	0.02787121262
87	0.02783922116
88	0.02780763882
89	0.02779507706
90	0.02775418466
91	0.02772946309
92	0.02771541519
93	0.02769234485
94	0.02766976514
95	0.02764797603
96	0.02763309998
97	0.0276300969
98	0.02761716382
99	0.02761085019
100	0.02759033432
101	0.02758308927
102	0.02755910729
103	0.02754952205
104	0.02753134496
105	0.02751868819
106	0.02751163609
107	0.02750122882
108	0.0274945408
109	0.0274921914
110	0.02748026919
111	0.02747271047
112	0.02746751492
113	0.02746581816
114	0.02745624172
115	0.02744355344
116	0.02743866642
117	0.02743332198
118	0.02741937057
119	0.02741745855
120	0.02741447383
121	0.02740952729
122	0.02740207616
123	0.02740051299
124	0.02739294935
125	0.02738452193
126	0.02737778922
127	0.02737348722
128	0.02736967186
129	0.027362646
130	0.02736069798
131	0.02735308402
132	0.02735062193
133	0.02734867555
134	0.02734692875
135	0.02734348774
136	0.02734309075
137	0.02733995821
138	0.02733715177
139	0.0273347912
140	0.02732944715
141	0.02732728754
142	0.02732506028
143	0.02731964333
144	0.02731862142
145	0.02731743269
146	0.02731517693
147	0.02731414494
148	0.02731359059
149	0.02731297605
150	0.02731023257
151	0.02730831579
152	0.02730668774
153	0.02730476559
154	0.02730355058
155	0.0273002657
156	0.02729969227
157	0.02729649944
158	0.02729550332
159	0.0272949438
160	0.02729389845
161	0.02729343144
162	0.02729230851
163	0.02729044369
164	0.02729025927
165	0.02729017129
166	0.0272892766
167	0.02728839578
168	0.02728773756
169	0.02728699016
170	0.02728630853
171	0.0272856939
172	0.02728509176
173	0.02728496615
174	0.02728472554
175	0.02728479344
176	0.02728473908
177	0.02728418538
178	0.02728424845
179	0.02728414
180	0.0272839628
181	0.02728353241
182	0.02728307746
183	0.02728311401
184	0.02728279312
185	0.02728259028
186	0.02728241282
187	0.02728212132
188	0.02728186981
189	0.02728155224
190	0.02728135206
191	0.02728126967
192	0.02728096425
193	0.02728073315
194	0.02728056866
195	0.02728043819
196	0.02728061251
197	0.02728028228
198	0.02728031316
199	0.0272797967
200	0.02727988015
201	0.02727798509
202	0.0272777489
203	0.02727750889
204	0.02727720914
205	0.02727704724
206	0.02727688988
207	0.02727600731
208	0.02727577379
209	0.02727564663
210	0.02727542465
211	0.02727526554
212	0.02727405646
213	0.02727399157
214	0.02727380295
215	0.02727359913
216	0.02727346052
217	0.02727339231
218	0.02727303788
219	0.02727300614
220	0.02727190225
221	0.0272717733
222	0.0272715368
223	0.02727137822
224	0.02727123977
225	0.02727115783
226	0.0272709825
227	0.02727087667
228	0.02727079083
229	0.02727074573
230	0.02727051159
231	0.02727042732
232	0.02727028831
233	0.0272693417
234	0.02726913687
235	0.02726871903
236	0.02726852556
237	0.02726766245
238	0.02726765464
239	0.02726763037
240	0.0272670773
241	0.0272669805
242	0.02726684443
243	0.02726680293
244	0.02726679761
245	0.02726668331
246	0.02726660619
247	0.02726648288
248	0.0272663877
249	0.02726629024
250	0.02726620442
251	0.02726598247
252	0.02726582529
253	0.02726569649
254	0.02726551769
255	0.02726544054
256	0.02726540227
